COL 1: TARGET
COL 2: RESPONSE
COL 3: REACTION TIME (SECONDS)

----------BLOCK 1----------
1	3	0.79
3	3	1.92
4	3	4.03
1	3	0.04
2	3	0.05
4	3	0.04
3	3	0.07
1	3	0.03
4	3	0.08
2	3	0.02
1	3	0.08
3	3	0.03
4	3	0.08
1	3	0.02
2	3	0.07
4	3	0.04
3	3	0.04
1	3	0.05
4	3	0.07
2	3	0.03
1	3	0.08
3	3	0.05
4	3	0.05
1	3	0.05
2	3	0.05
4	3	0.05
3	3	0.05
1	3	0.05
4	3	0.06
2	3	0.04
1	3	0.06
3	3	0.04
4	3	0.06
1	3	0.04
2	3	0.06
4	3	0.05
3	3	0.05
1	3	0.05
4	3	0.05
2	3	0.04
1	3	0.05
3	3	0.06
4	3	0.05
1	3	0.05
2	3	0.06
4	3	0.06
3	3	0.04
1	3	0.05
4	3	0.04
2	3	0.05
1	3	0.06
3	3	0.04
4	3	0.05
1	3	0.04
2	3	0.05
4	3	0.07
3	3	0.05
1	3	0.04
4	3	0.07
2	3	0.02
1	3	0.08
3	3	0.02
4	3	0.09
1	3	0.02
2	3	0.06
4	3	0.03
3	3	0.07
1	3	0.04
4	3	0.07
2	3	0.04
1	3	0.06
3	3	0.05
4	3	0.03
1	3	0.05
2	3	0.05
4	3	0.04
3	3	0.06
1	3	0.05
4	3	0.04
2	3	0.07
1	3	0.07
3	3	0.03
4	3	0.07
1	3	0.03
2	3	0.09
4	3	0.02
3	3	0.08
1	3	0.03
4	3	0.07
2	3	0.03
1	3	0.09
3	3	0.04
4	3	0.09
1	3	0.01
2	3	0.09
4	3	0.01
3	3	0.11
1	3	0.18
4	3	0.06
2	3	0.13
1	3	0.09
3	3	0.05
4	3	0.06
1	3	0.02
2	3	0.06
4	3	0.08
3	3	0.04
1	3	0.06
4	3	0.03
2	3	0.07
1	3	0.03
3	3	0.07
4	3	0.05
1	3	0.09
2	3	0.02

----------BLOCK 3----------
4	2	0.99
3	2	0.60
1	2	0.04
4	2	0.07
2	2	0.03
1	2	0.10
3	2	0.00
4	2	0.11
1	2	0.00
2	2	0.09
4	2	0.02
3	2	0.13
1	2	0.16
4	2	0.08
2	2	0.15
1	2	0.15
3	2	0.03
4	2	0.07
1	2	0.05
2	2	0.05
4	2	0.06
3	2	0.05
1	2	0.05
4	2	0.05
2	2	0.05
1	2	0.06
3	2	0.04
4	2	0.06
1	2	0.06
2	2	0.06
4	2	0.03
3	2	0.07
1	2	0.13
4	2	0.07
2	2	0.07
1	2	0.06
3	2	0.04
4	2	0.07
1	2	0.07
2	2	0.04
4	2	0.07
3	2	0.03
1	2	0.08
4	2	0.04
2	2	0.07
1	2	0.03
3	2	0.08
4	2	0.05
1	2	0.06
2	2	0.05
4	2	0.08
3	2	0.05
1	2	0.12
4	2	0.06
2	2	0.07
1	2	0.08
3	2	0.06
4	2	0.05
1	2	0.07
2	2	0.13
4	2	0.06
3	2	0.05
1	2	0.08
4	2	0.03
2	2	0.08
1	2	0.05
3	2	0.07
4	2	0.06
1	2	0.08
2	2	0.17
4	2	0.04
3	2	0.06
1	2	0.07
4	2	0.05
2	2	0.06
1	2	0.15
3	2	0.14
4	2	0.06
1	2	0.06
2	2	0.06
4	2	0.04
3	2	0.07
1	2	0.06
4	2	0.08
2	2	0.06
1	2	0.06
3	2	0.07
4	2	0.06
1	2	0.04
2	2	0.06
4	2	0.06
3	2	0.04
1	2	0.09
4	2	0.04
2	2	0.08
1	2	0.04
3	2	0.06
4	2	0.05
1	2	0.06
2	2	0.04
4	2	0.06
3	2	0.05
1	2	0.07
4	2	0.04
2	2	0.06
1	2	0.05
3	2	0.07
4	2	0.06
1	2	0.07
2	2	0.05
4	2	0.07
3	2	0.05
1	2	0.06
4	2	0.07
2	2	0.07
1	2	0.06
3	2	0.06
4	2	0.05
1	2	0.07
2	2	0.04

----------BLOCK 4----------
4	2	16820.11
3	2	0.15
1	2	0.12
4	2	0.14
2	2	0.28
1	2	0.12
3	2	0.13
4	2	0.13
1	2	0.14
2	2	0.07
4	2	0.47
3	2	0.05
1	2	0.07
4	2	0.05
2	2	0.07
1	2	0.04
3	2	0.07
4	2	0.04
1	2	0.08
2	2	0.03
4	2	0.09
3	2	0.04
1	2	0.08
4	2	0.04
2	2	0.08
1	2	0.05
3	2	0.07
4	2	0.04
1	2	0.08
2	2	0.03
4	2	0.09
3	2	0.03
1	2	0.08
4	2	0.04
2	2	0.08
1	2	0.04
3	2	0.08
4	2	0.04
1	2	0.07
2	2	0.04
4	2	0.08
3	2	0.04
1	2	0.07
4	2	0.04
2	2	0.07
1	2	0.06
3	2	0.06
4	2	0.04
1	2	0.08
2	2	0.04
4	2	0.06
3	2	0.05
1	2	0.07
4	2	0.05
2	2	0.08
1	2	0.06
3	2	0.06
4	2	0.04
1	2	0.08
2	2	0.03
4	2	0.08
3	2	0.04
1	2	0.07
4	2	0.04
2	2	0.07
1	2	0.04
3	2	0.08
4	2	0.05
1	2	0.06
2	2	0.07
4	2	0.06
3	2	0.05
1	2	0.05
4	2	0.05
2	2	0.08
1	2	0.04
3	2	0.05
4	2	0.06
1	2	0.04
2	2	0.07
4	2	0.06
3	2	0.07
1	2	0.05
4	2	0.07
2	2	0.06
1	2	0.06
3	2	0.06
4	2	0.07
1	2	0.05
2	2	0.08
4	2	0.05
3	2	0.08
1	2	0.05
4	2	0.05
2	2	0.06
1	2	0.07
3	2	0.07
4	2	0.04
1	2	0.09
2	2	0.04
4	2	0.06
3	2	0.06
1	2	0.08
4	2	0.04
2	2	0.06
1	2	0.05
3	2	0.09
4	2	0.03
1	2	0.15
2	2	0.06
4	2	0.06
3	2	0.07
1	2	0.05
4	2	0.06
2	2	0.04
1	2	0.07
3	2	0.07
4	2	0.05
1	2	0.06
2	2	0.09

----------BLOCK 5----------
4	1	1.52
3	1	0.01
1	1	0.08
4	1	0.05
2	1	0.06
1	1	0.06
3	1	0.06
4	1	0.07
1	1	0.06
2	1	0.05
4	1	0.06
3	1	0.06
1	1	0.06
4	1	0.05
2	1	0.05
1	1	0.04
3	1	0.08
4	1	0.02
1	1	0.09
2	1	0.04
4	1	0.06
3	1	0.07
1	1	0.04
4	1	0.07
2	1	0.07
1	1	0.06
3	1	0.06
4	1	0.05
1	1	0.06
2	1	0.04
4	1	0.09
3	1	0.06
1	1	0.15
4	1	0.04
2	1	0.08
1	1	0.04
3	1	0.06
4	1	0.08
1	1	0.04
2	1	0.05
4	1	0.06
3	1	0.07
1	1	0.04
4	1	0.07
2	1	0.03
1	1	0.09
3	1	0.04
4	1	0.08
1	1	0.02
2	1	0.09
4	1	0.02
3	1	0.08
1	1	0.02
4	1	0.09
2	1	0.05
1	1	0.07
3	1	0.05
4	1	0.05
1	1	0.05
2	1	0.06
4	1	0.05
3	1	0.08
1	1	0.04
4	1	0.06
2	1	0.06
1	1	0.05
3	1	0.06
4	1	0.05
1	1	0.06
2	1	0.06
4	1	0.04
3	1	0.08
1	1	0.05
4	1	0.06
2	1	0.05
1	1	0.09
3	1	0.02
4	1	0.08
1	1	0.05
2	1	0.09
4	1	0.03
3	1	0.06
1	1	0.05
4	1	0.07
2	1	0.16
1	1	0.02
3	1	0.08
4	1	0.04
1	1	0.07
2	1	0.06
4	1	0.06
3	1	0.06
1	1	0.07
4	1	0.03
2	1	0.01
1	1	0.05
3	1	0.04
4	1	0.06
1	1	0.05
2	1	0.09
4	1	0.02
3	1	0.10
1	1	0.03
4	1	0.09
2	1	0.02
1	1	0.09
3	1	0.02
4	1	0.08
1	1	0.02
2	1	0.08
4	1	0.04
3	1	0.09
1	1	0.04
4	1	0.07
2	1	0.05
1	1	0.08
3	1	0.05
4	1	0.04
1	1	0.05
2	1	0.09

----------BLOCK 6----------
3	1	973.93
1	1	0.13
4	1	0.12
2	1	0.23
1	1	0.08
4	1	0.05
1	1	0.07
3	1	0.07
2	1	0.06
4	1	0.07
3	1	0.06
1	1	0.05
4	1	0.07
2	1	0.04
1	1	0.06
4	1	0.06
1	1	0.06
3	1	0.06
2	1	0.05
4	1	0.06
3	1	0.05
1	1	0.04
4	1	12.62
2	1	0.05
1	1	0.08
4	1	0.07
1	1	0.05
3	1	0.05
2	1	0.07
4	1	0.05
3	1	0.07
1	1	0.05
4	1	0.05
2	1	0.07
1	1	0.05
4	1	0.07
1	1	0.05
3	1	0.06
2	1	0.07
4	1	0.07
3	1	0.15
1	1	0.06
4	1	0.07
2	1	0.06
1	1	0.06
4	1	0.06
1	1	0.06
3	1	0.06
2	1	0.07
4	1	0.04
3	1	0.08
1	1	0.05
4	1	0.06
2	1	0.07
1	1	0.06
4	1	0.06
1	1	0.08
3	1	0.06
2	1	0.05
4	1	0.07
3	1	0.06
1	1	0.06
4	1	0.06
2	1	0.07
1	1	0.06
4	1	0.07
1	1	0.06
3	1	0.07
2	1	0.05
4	1	0.06
3	1	0.07
1	1	0.06
4	1	0.07
2	1	0.05
1	1	0.06
4	1	0.05
1	1	0.08
3	1	0.06
2	1	0.07
4	1	0.06
3	1	0.07
1	1	0.06
4	1	0.06
2	1	0.07
1	1	0.06
4	1	0.07
1	1	0.07
3	1	0.06
2	1	0.05
4	1	0.08
3	1	0.06
1	1	0.07
4	1	0.07
2	1	0.07
1	1	0.06
4	1	0.09
1	1	0.06
3	1	0.07
2	1	0.08
4	1	0.16
3	1	0.05
1	1	0.07
4	1	0.08
2	1	0.07
1	1	0.06
4	1	0.07
1	1	0.06
3	1	0.15
2	1	0.07
4	1	0.05
3	1	0.08
1	1	0.04
4	1	0.10
2	1	0.03
1	1	0.08
4	1	0.06
1	1	0.07
3	1	0.06
2	1	0.07
4	1	0.07

----------BLOCK 7----------
4	1	1.33
3	1	0.06
1	1	0.06
4	1	0.06
2	1	0.06
1	1	0.07
3	1	0.07
4	1	0.06
1	1	0.07
2	1	0.06
4	1	0.06
3	1	0.00
1	1	0.06
4	1	0.05
2	1	0.06
1	1	0.06
3	1	0.06
4	1	0.06
1	1	0.05
2	1	0.07
4	1	0.04
3	1	0.08
1	1	0.04
4	1	0.07
2	1	0.06
1	1	0.07
3	1	0.06
4	1	0.06
1	1	0.06
2	1	0.06
4	1	0.05
3	1	0.07
1	1	0.05
4	1	0.06
2	1	0.06
1	1	0.06
3	1	0.06
4	1	0.05
1	1	0.08
2	1	0.04
4	1	0.08
3	1	0.05
1	1	0.06
4	1	0.04
2	1	0.07
1	1	0.05
3	1	0.07
4	1	0.05
1	1	0.10
2	1	0.03
4	1	0.09
3	1	0.04
1	1	0.08
4	1	0.03
2	1	0.11
1	1	0.13
3	1	0.08
4	1	0.07
1	1	0.04
2	1	0.10
4	1	0.02
3	1	0.09
1	1	0.02
4	1	0.11
2	1	0.01
1	1	0.08
3	1	0.06
4	1	0.15
1	1	0.06
2	1	0.17
4	1	0.04
3	1	0.08
1	1	0.04
4	1	0.07
2	1	0.05
1	1	0.08
3	1	0.05
4	1	0.07
1	1	0.07
2	1	0.11
4	1	0.03
3	1	0.09
1	1	0.03
4	1	0.10
2	1	0.03
1	1	0.07
3	1	0.05
4	1	0.07
1	1	0.06
2	1	0.05
4	1	0.08
3	1	0.04
1	1	0.06
4	1	0.06
2	1	0.08
1	1	0.14
3	1	0.08
4	1	0.03
1	1	0.09
2	1	0.06
4	1	0.07
3	1	0.06
1	1	0.06
4	1	0.05
2	1	0.08
1	1	0.06
3	1	0.16
4	1	0.06
1	1	0.09
2	1	0.06
4	1	0.07
3	1	0.06
1	1	0.07
4	1	0.06
2	1	0.09
1	1	0.17
3	1	0.06
4	1	0.10
1	1	0.08
2	1	0.09

